Date,Open,High,Low,Close,Volume,Adj_Close,returns_1,returns_2,returns_3,returns_4,returns_5,returns_today,returns_cfp,returns_yesterday,volatility,p_volume,negpercent,pospercent
1950-02-10,17.24,17.24,17.24,17.24,1790000.0,17.24,0.0,0.0,-0.004103165298944944,0.005275498241500642,0.008206330597889888,0.0,-0.0023148148148149916,0.0,0.0,,,
1950-02-14,17.06,17.06,17.06,17.06,2210000.0,17.06,0.0,-0.004103165298944944,0.005275498241500642,0.008206330597889888,0.006447831184056341,0.0,-0.01044083526682138,0.0,0.0,,,
1950-02-15,17.06,17.06,17.06,17.06,1730000.0,17.06,0.0,0.009417304296645002,0.012360211889346662,0.010594467333725932,0.012948793407887127,0.0,0.0,0.0,0.0,,,
1950-02-16,16.99,16.99,16.99,16.99,1920000.0,16.99,0.0,0.00291545189504383,0.0011661807580176653,0.003498542274052552,0.007580174927113825,0.0,-0.004103165298944944,0.0,0.0,,,
1950-02-17,17.15,17.15,17.15,17.15,1940000.0,17.15,0.0,-0.0017441860465114978,0.000581395348837388,0.0046511627906977715,0.0046511627906977715,0.0,0.009417304296645002,0.0,0.0,,,
1950-02-20,17.2,17.2,17.2,17.2,1420000.0,17.2,0.0,0.002329644729178737,0.006406523005241693,0.006406523005241693,0.0029120559114732547,0.0,0.00291545189504383,0.0,0.0,,,
1950-02-21,17.17,17.17,17.17,17.17,1260000.0,17.17,0.0,0.004067402672864651,0.004067402672864651,0.000581057524694728,0.0017431725740846282,0.0,-0.0017441860465114978,0.0,0.0,,,
1950-02-23,17.21,17.21,17.21,17.21,1310000.0,17.21,0.0,0.0,-0.003472222222222321,-0.0023148148148149916,-0.0028935185185186008,0.0,0.002329644729178737,0.0,0.0,,,
1950-02-24,17.28,17.28,17.28,17.28,1710000.0,17.28,0.0,-0.003472222222222321,-0.0023148148148149916,-0.0028935185185186008,0.0005787037037034981,0.0,0.004067402672864651,0.0,0.0,,,
1950-02-27,17.28,17.28,17.28,17.28,1410000.0,17.28,0.0,0.0011614401858304202,0.0005807200929153211,0.004065040650406582,0.005807200929152323,0.0,0.0,0.0,0.0,,,
1950-02-28,17.22,17.22,17.22,17.22,1310000.0,17.22,0.0,-0.000580046403712231,0.0029002320185615993,0.0046403712296985145,-0.002320185614849146,0.0,-0.003472222222222321,0.0,0.0,,,
1950-03-01,17.24,17.24,17.24,17.24,1410000.0,17.24,0.0,0.0034822983168891763,0.0052234474753336535,-0.0017411491584445882,-0.002321532211259414,0.0,0.0011614401858304202,0.0,0.0,,,
1950-03-02,17.23,17.23,17.23,17.23,1340000.0,17.23,0.0,0.001735106998264957,-0.005205320994794649,-0.00578368999421619,-0.012724117987275796,0.0,-0.000580046403712231,0.0,0.0,,,
1950-03-03,17.29,17.29,17.29,17.29,1520000.0,17.29,0.0,-0.006928406466512715,-0.007505773672055405,-0.01443418013856812,-0.013279445727482742,0.0,0.0034822983168891763,0.0,0.0,,,
1950-03-06,17.32,17.32,17.32,17.32,1470000.0,17.32,0.0,-0.0005813953488370549,-0.007558139534883712,-0.006395348837209269,-0.0046511627906975495,0.0,0.001735106998264957,0.0,0.0,,,
1950-03-07,17.2,17.2,17.2,17.2,1590000.0,17.2,0.0,-0.006980802792321161,-0.005817335660267653,-0.004072134962187279,0.003490401396160525,0.0,-0.006928406466512715,0.0,0.0,,,
1950-03-08,17.19,17.19,17.19,17.19,1360000.0,17.19,0.0,0.0011716461628588082,0.0029291154071471315,0.010544815465729274,0.022261277094317355,0.0,-0.0005813953488370549,0.0,0.0,,,
1950-03-09,17.07,17.07,17.07,17.07,1330000.0,17.07,0.0,0.0017554125219427785,0.009362200117027486,0.021064950263311788,0.023405500292568604,0.0,-0.006980802792321161,0.0,0.0,,,
1950-03-10,17.09,17.09,17.09,17.09,1260000.0,17.09,0.0,0.007593457943925186,0.01927570093457942,0.02161214953271018,0.01927570093457942,0.0,0.0011716461628588082,0.0,0.0,,,
1950-03-13,17.12,17.12,17.12,17.12,1060000.0,17.12,0.0,0.011594202898550732,0.013913043478260834,0.011594202898550732,0.011014492753623317,0.0,0.0017554125219427785,0.0,0.0,,,
1950-03-14,17.25,17.25,17.25,17.25,1140000.0,17.25,0.0,0.002292263610315093,0.0,-0.0005730659025786622,0.0,0.0,0.007593457943925186,0.0,0.0,,,
1950-03-15,17.45,17.45,17.45,17.45,1830000.0,17.45,0.0,-0.002287021154945612,-0.002858776443681932,-0.002287021154945612,0.0034305317324185847,0.0,0.011594202898550732,0.0,0.0,,,
1950-03-16,17.49,17.49,17.49,17.49,2060000.0,17.49,0.0,-0.0005730659025786622,0.0,0.005730659025787954,0.006303724928366838,0.0,0.002292263610315093,0.0,0.0,,,
1950-03-17,17.45,17.45,17.45,17.45,1600000.0,17.45,0.0,0.0005733944954127157,0.006307339449541205,0.006880733944953921,0.006880733944953921,0.0,-0.002287021154945612,0.0,0.0,,,
1950-03-20,17.44,17.44,17.44,17.44,1430000.0,17.44,0.0,0.005730659025787954,0.006303724928366838,0.006303724928366838,0.0005730659025788842,0.0,-0.0005730659025786622,0.0,0.0,,,
1950-03-21,17.45,17.45,17.45,17.45,1400000.0,17.45,0.0,0.0005698005698004938,0.0005698005698004938,-0.00512820512820511,-0.0011396011396010985,0.0,0.0005733944954127157,0.0,0.0,,,
1950-03-22,17.55,17.55,17.55,17.55,2010000.0,17.55,0.0,0.0,-0.005694760820045386,-0.0017084282460135825,-0.006833712984054552,0.0,0.005730659025787954,0.0,0.0,,,
1950-03-23,17.56,17.56,17.56,17.56,2020000.0,17.56,0.0,-0.005694760820045386,-0.0017084282460135825,-0.006833712984054552,-0.01480637813211838,0.0,0.0005698005698004938,0.0,0.0,,,
1950-03-24,17.56,17.56,17.56,17.56,1570000.0,17.56,0.0,0.004009163802978222,-0.001145475372279492,-0.009163802978235935,-0.009736540664375792,0.0,0.0,0.0,0.0,,,
1950-03-27,17.46,17.46,17.46,17.46,1930000.0,17.46,0.0,-0.00513405590416427,-0.01312036508841985,-0.0136908157444382,0.0,0.0,-0.005694760820045386,0.0,0.0,,,
1950-03-28,17.53,17.53,17.53,17.53,1780000.0,17.53,0.0,-0.008027522935779796,-0.008600917431192734,0.0051605504587155515,0.006307339449541205,0.0,0.004009163802978222,0.0,0.0,,,
1950-03-29,17.44,17.44,17.44,17.44,2090000.0,17.44,0.0,-0.0005780346820810633,0.013294797687861237,0.014450867052023142,0.019075144508670316,0.0,-0.00513405590416427,0.0,0.0,,,
1950-03-30,17.3,17.3,17.3,17.3,2370000.0,17.3,0.0,0.013880855986119212,0.015037593984962516,0.019664545980335513,0.028340080971660075,0.0,-0.008027522935779796,0.0,0.0,,,
1950-03-31,17.29,17.29,17.29,17.29,1880000.0,17.29,0.0,0.0011409013120364797,0.0057045065601823985,0.01426126640045644,0.01825442099258412,0.0,-0.0005780346820810633,0.0,0.0,,,
1950-04-03,17.53,17.53,17.53,17.53,1570000.0,17.53,0.0,0.004558404558404394,0.013105413105413133,0.017094017094017033,0.01139601139601143,0.0,0.013880855986119212,0.0,0.0,,,
1950-04-04,17.55,17.55,17.55,17.55,2010000.0,17.55,0.0,0.008508224617129967,0.012478729438457403,0.006806579693704018,0.01758366420873525,0.0,0.0011409013120364797,0.0,0.0,,,
1950-04-05,17.63,17.63,17.63,17.63,1430000.0,17.63,0.0,0.003937007874015741,-0.0016872890888639525,0.008998875140607376,0.011248593925759165,0.0,0.004558404558404394,0.0,0.0,,,
1950-04-06,17.78,17.78,17.78,17.78,2000000.0,17.78,0.0,-0.0056022408963586345,0.005042016806722671,0.007282913165266081,0.006162464985994376,0.0,0.008508224617129967,0.0,0.0,,,
1950-04-10,17.85,17.85,17.85,17.85,2070000.0,17.85,0.0,0.010704225352112795,0.012957746478873267,0.01183098591549303,0.007323943661971866,0.0,0.003937007874015741,0.0,0.0,,,
1950-04-11,17.75,17.75,17.75,17.75,2010000.0,17.75,0.0,0.0022296544035673715,0.0011148272017837968,-0.0033444816053512794,0.0050167224080266415,0.0,-0.0056022408963586345,0.0,0.0,,,
1950-04-12,17.94,17.94,17.94,17.94,2010000.0,17.94,0.0,-0.0011123470522802492,-0.00556173526140169,0.002780867630700845,0.0038932146829810943,0.0,0.010704225352112795,0.0,0.0,,,
1950-04-13,17.98,17.98,17.98,17.98,2410000.0,17.98,0.0,-0.0044543429844099425,0.0038975501113585054,0.0050111358574609355,-0.0016703786191537562,0.0,0.0022296544035673715,0.0,0.0,,,
1950-04-14,17.96,17.96,17.96,17.96,2750000.0,17.96,0.0,0.00838926174496657,0.009507829977628779,0.002796420581655523,0.004474272930648837,0.0,-0.0011123470522802492,0.0,0.0,,,
1950-04-17,17.88,17.88,17.88,17.88,2520000.0,17.88,0.0,0.0011092623405435376,-0.005546311702717799,-0.0038824181919023815,-0.011092623405435598,0.0,-0.0044543429844099425,0.0,0.0,,,
1950-04-18,18.03,18.03,18.03,18.03,3320000.0,18.03,0.0,-0.006648199445983383,-0.004986149584487509,-0.012188365650969701,-0.012188365650969701,0.0,0.00838926174496657,0.0,0.0,,,
1950-04-19,18.05,18.05,18.05,18.05,2950000.0,18.05,0.0,0.001673173452314547,-0.005577244841048601,-0.005577244841048601,-0.009481316229782433,0.0,0.0011092623405435376,0.0,0.0,,,
1950-04-20,17.93,17.93,17.93,17.93,2590000.0,17.93,0.0,-0.007238307349666018,-0.007238307349666018,-0.011135857461024412,-0.005567928730512373,0.0,-0.006648199445983383,0.0,0.0,,,
1950-04-21,17.96,17.96,17.96,17.96,2710000.0,17.96,0.0,0.0,-0.0039259674705550696,0.0016825574873808868,0.007291082445316954,0.0,0.001673173452314547,0.0,0.0,,,
1950-04-24,17.83,17.83,17.83,17.83,2310000.0,17.83,0.0,-0.0039259674705550696,0.0016825574873808868,0.007291082445316954,0.02187324733595064,0.0,-0.007238307349666018,0.0,0.0,,,
1950-04-25,17.83,17.83,17.83,17.83,1830000.0,17.83,0.0,0.005630630630630407,0.011261261261261257,0.025900900900900803,0.01970720720720709,0.0,0.0,0.0,0.0,,,
1950-04-26,17.76,17.76,17.76,17.76,1880000.0,17.76,0.0,0.005599104143337197,0.02015677491601342,0.01399776035834277,0.02295632698768202,0.0,-0.0039259674705550696,0.0,0.0,,,
1950-04-27,17.86,17.86,17.86,17.86,2070000.0,17.86,0.0,0.014476614699331813,0.008351893095768226,0.01726057906458789,0.008908685968819663,0.0,0.005630630630630407,0.0,0.0,,,
1950-04-28,17.96,17.96,17.96,17.96,2190000.0,17.96,0.0,-0.006037321624588365,0.0027442371020856005,-0.00548847420417109,0.0,0.0,0.005599104143337197,0.0,0.0,,,
1950-05-01,18.22,18.22,18.22,18.22,2390000.0,18.22,0.0,0.008834897846493606,0.000552181115405892,0.006073992269464368,0.008834897846493606,0.0,0.014476614699331813,0.0,0.0,,,
1950-05-02,18.11,18.11,18.11,18.11,2250000.0,18.11,0.0,-0.008210180623973606,-0.00273672687465798,0.0,0.0,0.0,-0.006037321624588365,0.0,0.0,,,
1950-05-03,18.27,18.27,18.27,18.27,2120000.0,18.27,0.0,0.0055187637969094094,0.008278145695364225,0.008278145695364225,0.009381898454746018,0.0,0.008834897846493606,0.0,0.0,,,
1950-05-04,18.12,18.12,18.12,18.12,2150000.0,18.12,0.0,0.0027442371020856005,0.0027442371020856005,0.0038419319429199295,0.0038419319429199295,0.0,-0.008210180623973606,0.0,0.0,,,
1950-05-05,18.22,18.22,18.22,18.22,1800000.0,18.22,0.0,0.0,0.0010946907498632363,0.0010946907498632363,-0.0049261083743842304,0.0,0.0055187637969094094,0.0,0.0,,,
1950-05-08,18.27,18.27,18.27,18.27,1680000.0,18.27,0.0,0.0010946907498632363,0.0010946907498632363,-0.0049261083743842304,-0.0005473453749315071,0.0,0.0027442371020856005,0.0,0.0,,,
1950-05-09,18.27,18.27,18.27,18.27,1720000.0,18.27,0.0,0.0,-0.006014215418261304,-0.0016402405686165578,0.008201202843083788,0.0,0.0,0.0,0.0,,,
1950-05-10,18.29,18.29,18.29,18.29,1880000.0,18.29,0.0,-0.006014215418261304,-0.0016402405686165578,0.008201202843083788,0.012575177692728312,0.0,0.0010946907498632363,0.0,0.0,,,
1950-05-11,18.29,18.29,18.29,18.29,1750000.0,18.29,0.0,0.004400440044004528,0.014301430143014437,0.018701870187018743,0.020902090209020896,0.0,0.0,0.0,0.0,,,
1950-05-12,18.18,18.18,18.18,18.18,1790000.0,18.18,0.0,0.009857612267250904,0.014238773274917849,0.01642935377875121,0.02300109529025174,0.0,-0.006014215418261304,0.0,0.0,,,
1950-05-15,18.26,18.26,18.26,18.26,1220000.0,18.26,0.0,0.00433839479392617,0.006507592190889255,0.013015184381778733,0.008676789587852562,0.0,0.004400440044004528,0.0,0.0,,,
1950-05-16,18.44,18.44,18.44,18.44,1730000.0,18.44,0.0,0.002159827213822796,0.008639308855291628,0.004319654427645814,0.01025917926565878,0.0,0.009857612267250904,0.0,0.0,,,
1950-05-17,18.52,18.52,18.52,18.52,2020000.0,18.52,0.0,0.006465517241379448,0.0021551724137931494,0.0080818965517242,0.0070043103448276245,0.0,0.00433839479392617,0.0,0.0,,,
1950-05-18,18.56,18.56,18.56,18.56,5240000.0,18.56,0.0,-0.004282655246252598,0.001605995717344877,0.0005353319057816996,0.0005353319057816996,0.0,0.002159827213822796,0.0,0.0,,,
1950-05-19,18.68,18.68,18.68,18.68,2110000.0,18.68,0.0,0.005913978494623606,0.004838709677419395,0.004838709677419395,0.0037634408602149616,0.0,0.006465517241379448,0.0,0.0,,,
1950-05-22,18.6,18.6,18.6,18.6,1620000.0,18.6,0.0,-0.001068947087119132,-0.001068947087119132,-0.002137894174238375,0.0005344735435595105,0.0,-0.004282655246252598,0.0,0.0,,,
1950-05-23,18.71,18.71,18.71,18.71,1460000.0,18.71,0.0,0.0,-0.0010700909577313622,0.0016051364365969878,0.0048154093097914075,0.0,0.005913978494623606,0.0,0.0,,,
1950-05-24,18.69,18.69,18.69,18.69,1850000.0,18.69,0.0,-0.0010700909577313622,0.0016051364365969878,0.0048154093097914075,0.004280363830925449,0.0,-0.001068947087119132,0.0,0.0,,,
1950-05-25,18.69,18.69,18.69,18.69,1480000.0,18.69,0.0,0.0026780931976431166,0.005891805034815123,0.005356186395286455,0.006427423674343791,0.0,0.0,0.0,0.0,,,
1950-05-26,18.67,18.67,18.67,18.67,1330000.0,18.67,0.0,0.003205128205128416,0.0026709401709401615,0.003739316239316226,-0.0064102564102562765,0.0,-0.0010700909577313622,0.0,0.0,,,
1950-05-29,18.72,18.72,18.72,18.72,1110000.0,18.72,0.0,-0.0005324813631524261,0.0005324813631522041,-0.009584664536741228,0.005324813631522707,0.0,0.0026780931976431166,0.0,0.0,,,
1950-05-31,18.78,18.78,18.78,18.78,1530000.0,18.78,0.0,0.0010655301012252316,-0.009057005860415468,0.00586041555673944,0.008524240809802963,0.0,0.003205128205128416,0.0,0.0,,,
1950-06-01,18.77,18.77,18.77,18.77,1580000.0,18.77,0.0,-0.010111761575305911,0.0047897817988291624,0.007450771687067537,0.018626929217669064,0.0,-0.0005324813631524261,0.0,0.0,,,
1950-06-02,18.79,18.79,18.79,18.79,1450000.0,18.79,0.0,0.015053763440860068,0.01774193548387082,0.029032258064516148,0.03548387096774186,0.0,0.0010655301012252316,0.0,0.0,,,
1950-06-05,18.6,18.6,18.6,18.6,1630000.0,18.6,0.0,0.0026483050847458944,0.013771186440677985,0.02012711864406791,0.02754237288135597,0.0,-0.010111761575305911,0.0,0.0,,,
1950-06-06,18.88,18.88,18.88,18.88,2250000.0,18.88,0.0,0.01109350237717921,0.017432646592710155,0.02482831484416259,0.016904384574749187,0.0,0.015053763440860068,0.0,0.0,,,
1950-06-07,18.93,18.93,18.93,18.93,1750000.0,18.93,0.0,0.006269592476489061,0.013584117032392706,0.005747126436781658,-0.008359456635318674,0.0,0.0026483050847458944,0.0,0.0,,,
1950-06-08,19.14,19.14,19.14,19.14,1780000.0,19.14,0.0,0.007268951194184581,-0.0005192107995847239,-0.014537902388369717,-0.017133956386292892,0.0,0.01109350237717921,0.0,0.0,,,
1950-06-09,19.26,19.26,19.26,19.26,2130000.0,19.26,0.0,-0.0077319587628865705,-0.021649484536082397,-0.024226804123711254,-0.02216494845360828,0.0,0.006269592476489061,0.0,0.0,,,
1950-06-12,19.4,19.4,19.4,19.4,1790000.0,19.4,0.0,-0.014025974025974053,-0.01662337662337665,-0.014545454545454639,-0.017142857142857015,0.0,0.007268951194184581,0.0,0.0,,,
1950-06-13,19.25,19.25,19.25,19.25,1790000.0,19.25,0.0,-0.0026343519494205214,-0.0005268703898841931,-0.0031612223393044925,-0.007903055848261453,0.0,-0.0077319587628865705,0.0,0.0,,,
1950-06-14,18.98,18.98,18.98,18.98,1650000.0,18.98,0.0,0.0021130480718436484,-0.0005282620179608566,-0.005282620179609121,0.003697834125726329,0.0,-0.014025974025974053,0.0,0.0,,,
1950-06-15,18.93,18.93,18.93,18.93,1530000.0,18.93,0.0,-0.0026357406431205543,-0.0073800738007380184,0.001581444385872599,0.010015814443858684,0.0,-0.0026343519494205214,0.0,0.0,,,
1950-06-16,18.97,18.97,18.97,18.97,1180000.0,18.97,0.0,-0.004756871035941024,0.004228329809724984,0.012684989429175397,0.011627906976744207,0.0,0.0021130480718436484,0.0,0.0,,,
1950-06-19,18.92,18.92,18.92,18.92,1290000.0,18.92,0.0,0.009028146574615148,0.017525225703664438,0.016463090812533387,-0.03823685608072225,0.0,-0.0026357406431205543,0.0,0.0,,,
1950-06-20,18.83,18.83,18.83,18.83,1470000.0,18.83,0.0,0.008421052631578885,0.007368421052631691,-0.04684210526315791,-0.057368421052631624,0.0,-0.004756871035941024,0.0,0.0,,,
1950-06-21,19.0,19.0,19.0,19.0,1750000.0,19.0,0.0,-0.0010438413361169019,-0.05480167014613779,-0.06524008350730692,-0.05480167014613779,0.0,0.009028146574615148,0.0,0.0,,,
1950-06-22,19.16,19.16,19.16,19.16,1830000.0,19.16,0.0,-0.0538140020898642,-0.0642633228840126,-0.0538140020898642,-0.08881922675026122,0.0,0.008421052631578885,0.0,0.0,,,
1950-06-23,19.14,19.14,19.14,19.14,1700000.0,19.14,0.0,-0.011043622308117063,0.0,-0.0369961347321921,-0.023191606847045687,0.0,-0.0010438413361169019,0.0,0.0,,,
1950-06-26,18.11,18.11,18.11,18.11,3950000.0,18.11,0.0,0.011166945840312525,-0.0262423227247347,-0.012283640424343933,-0.015075376884422065,0.0,-0.0538140020898642,0.0,0.0,,,
1950-06-27,17.91,17.91,17.91,17.91,4860000.0,17.91,0.0,-0.0369961347321921,-0.023191606847045687,-0.025952512424075036,-0.01656543346217565,0.0,-0.011043622308117063,0.0,0.0,,,
1950-06-28,18.11,18.11,18.11,18.11,2600000.0,18.11,0.0,0.014334862385321001,0.011467889908256756,0.021215596330275144,0.026949541284403633,0.0,0.011166945840312525,0.0,0.0,,,
1950-06-29,17.44,17.44,17.44,17.44,3040000.0,17.44,0.0,-0.0028264556246467842,0.006783493499151971,0.012436404748445318,-0.0011305822498586249,0.0,-0.0369961347321921,0.0,0.0,,,
1950-06-30,17.69,17.69,17.69,17.69,2660000.0,17.69,0.0,0.009637188208616587,0.015306122448979664,0.001700680272108901,-0.0028344671201814275,0.0,0.014334862385321001,0.0,0.0,,,
1950-07-03,17.64,17.64,17.64,17.64,1550000.0,17.64,0.0,0.005614823133071489,-0.007860752386299685,-0.012352610892756855,-0.027512633352049343,0.0,-0.0028264556246467842,0.0,0.0,,,
1950-07-05,17.81,17.81,17.81,17.81,1400000.0,17.81,0.0,-0.01340033500837512,-0.017867113344500307,-0.03294249022892237,-0.05806811836962589,0.0,0.009637188208616587,0.0,0.0,,,
1950-07-06,17.91,17.91,17.91,17.91,1570000.0,17.91,0.0,-0.004527447651386685,-0.01980758347481615,-0.04527447651386529,-0.05546123372948497,0.0,0.005614823133071489,0.0,0.0,,,
1950-07-07,17.67,17.67,17.67,17.67,1870000.0,17.67,0.0,-0.015349630471859,-0.04093234792495726,-0.05116543490619663,-0.04093234792495726,0.0,-0.01340033500837512,0.0,0.0,,,
1950-07-10,17.59,17.59,17.59,17.59,1960000.0,17.59,0.0,-0.025981524249422572,-0.036374133949191645,-0.025981524249422572,-0.036951501154734445,0.0,-0.004527447651386685,0.0,0.0,,,
1950-07-11,17.32,17.32,17.32,17.32,3250000.0,17.32,0.0,-0.010669828097213951,0.0,-0.01126259632483706,0.011262596324836949,0.0,-0.015349630471859,0.0,0.0,,,
1950-07-12,16.87,16.87,16.87,16.87,3200000.0,16.87,0.0,0.010784901138406244,-0.0005991611743559888,0.022168963451168144,0.040143798681845366,0.0,-0.025981524249422572,0.0,0.0,,,
1950-07-13,16.69,16.69,16.69,16.69,2660000.0,16.69,0.0,-0.01126259632483706,0.011262596324836949,0.029045643153526868,0.0438648488441018,0.0,-0.010669828097213951,0.0,0.0,,,
1950-07-14,16.87,16.87,16.87,16.87,1900000.0,16.87,0.0,0.02278177458033559,0.04076738609112707,0.05575539568345311,0.05455635491606725,0.0,0.010784901138406244,0.0,0.0,,,
1950-07-17,16.68,16.68,16.68,16.68,1520000.0,16.68,0.0,0.017584994138335253,0.03223915592028148,0.031066822977725783,0.024618991793669442,0.0,-0.01126259632483706,0.0,0.0,,,
1950-07-18,17.06,17.06,17.06,17.06,1820000.0,17.06,0.0,0.01440092165898621,0.013248847926267349,0.00691244239631339,-0.007488479262672709,0.0,0.02278177458033559,0.0,0.0,,,
1950-07-19,17.36,17.36,17.36,17.36,2430000.0,17.36,0.0,-0.0011357183418512218,-0.0073821692220328305,-0.021578648495173103,-0.01930721181147077,0.0,0.017584994138335253,0.0,0.0,,,
1950-07-20,17.61,17.61,17.61,17.61,3160000.0,17.61,0.0,-0.006253553155201819,-0.02046617396247863,-0.01819215463331436,-0.005116543490619629,0.0,0.01440092165898621,0.0,0.0,,,
1950-07-21,17.59,17.59,17.59,17.59,2810000.0,17.59,0.0,-0.014302059496567487,-0.012013729977116805,0.0011441647597254523,0.012013729977116805,0.0,-0.0011357183418512218,0.0,0.0,,,
1950-07-24,17.48,17.48,17.48,17.48,2300000.0,17.48,0.0,0.002321532211259303,0.015670342426001183,0.026697620429483537,0.03540336622170637,0.0,-0.006253553155201819,0.0,0.0,,,
